minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
0,Sylvester,0.6223388189694639,28.150284766073018,14.250981616136992,36.13439504127875,8.305807617950892,16.162387143708347,11.240136030054714,27.656534951248076
0,Marvin the Martian,0.6255119070837776,32.03162714441219,15.331458964423339,34.16914985542401,5.0467660820235425,24.173138567992822,12.842554242425189,24.521161944640433
0,Road Runner,0.6306283806302586,31.331975603417195,14.823403978998074,35.998666180593865,3.4951513771405014,24.080766329717456,11.66116051389225,24.929054859035645
0,Foghorn Leghorn,0.6128089809944348,32.47830973870271,15.84650001358902,35.56053900998879,7.559377769155171,16.249189497928096,15.682232053746045,32.60803424530992
0,Bugs Bunny,0.6199714079506312,36.24024328841837,15.911297320653844,33.066382248999716,5.32795429190658,20.422415564277404,12.90466059658954,25.975506104227925
0,Elmer Fudd,0.6314934623092527,29.690000399047314,16.58591304492107,31.02194193748386,4.590435587694713,30.009582769012507,15.29377365455349,21.95039901608383
0,Lola Bunny,0.6333146730733032,34.412836909998795,14.461184748553604,37.890876754194935,5.313214340325437,18.749990290724828,13.614790088691564,32.277463944359106
0,Porky Pig,0.621945887266347,29.626830421224053,15.119358892990132,36.518608994141466,5.369288925836074,22.199789236038814,15.687475500269704,30.697255618016044
0,Tasmanian Devil,0.6008309702224681,23.860998191513467,14.657790671494945,36.1909415822948,4.642756913761405,26.354386864359604,9.076746097809071,17.420574990252305
0,Gossamer,0.6191614194645578,28.547191859332948,15.714345764331172,35.10701513905187,4.463571137033529,19.079758547308565,13.293028146831418,28.09241363933203
0,Granny,0.6224699844856315,27.134091305105866,14.725013336088448,38.14319924131562,5.593590332814793,26.403777740278244,12.397782798996385,24.44752152611982
0,Wile E. Coyote,0.6127235093794989,30.471564378847233,14.921973829638963,32.37729718154107,8.926642358966477,22.042982151975526,16.557791483975564,28.296350046184607
0,Tweety,0.6104639348211642,25.911800340174242,13.569329490932333,33.72434465434831,7.43563550283216,26.02779120861154,14.072565137463439,23.73455493853845
0,Penelope,0.6067477357013643,28.6353572199787,15.334569767179596,27.897160615614744,9.482161371198535,19.773832955449222,11.572494105950662,19.20846146359535
0,Daffy Duck,0.6289305835252463,31.626269675152983,13.163256137052848,34.959619032450604,6.838896658013044,16.448871873805444,11.275192124691207,28.514540263325067
12,Sylvester,0.6220258078553269,31.862075721899416,14.31381202012044,36.25039551134638,8.412245469558814,18.12938730218132,13.150365678001089,29.444710847037634
12,Marvin the Martian,0.61233145828906,33.68788738437311,15.641091395824525,33.23798881335885,6.507923559551678,22.701156376823736,14.138595232835916,25.547435644148493
12,Road Runner,0.6067789364258103,26.896267865074982,13.925564632768005,39.58300250505494,6.250584307636844,29.225302517696313,13.111673458232447,23.915737210692377
12,Foghorn Leghorn,0.6199170382856549,30.33765412172646,15.629593064256268,35.35491990316194,6.540033609167777,15.569324870282905,12.681897200105446,29.312100608937158
12,Bugs Bunny,0.6355273922105424,30.857341670212378,15.133347029906929,32.622445123723665,8.298409568815941,13.885519930188263,12.938427189665276,29.849179671376184
12,Elmer Fudd,0.6251383737077155,30.440053623412606,16.994396963428958,34.77688833044014,4.186577713639294,30.112347005600355,12.94580109986341,20.46279556405225
12,Lola Bunny,0.6251653771945694,32.41532072296219,14.33344047094043,38.22112756179147,3.662465519342769,25.0734299584853,15.034356330483261,30.35360463528714
12,Porky Pig,0.5994307633424188,31.047345920443547,16.522363857831085,33.78859433523514,5.5182695522239715,21.522890862918047,11.710683340197743,22.00086017480509
12,Tasmanian Devil,0.5998358795070083,25.86574114271427,15.30508313088286,37.54769236975008,3.5482337416285796,19.984336620897363,8.30729406356052,21.166409949577776
12,Gossamer,0.6222523891054615,32.83543581614832,14.185055038082725,34.4973468914852,3.162713720894144,14.562049270849057,13.383765435536787,32.426548267088364
12,Granny,0.6108482389261548,27.25189999490365,14.239793892767299,38.325717986742504,6.309742234783664,18.08351626557698,15.717064162791507,33.75803201619913
12,Wile E. Coyote,0.6275156252755656,30.152169820022284,13.748697225830904,34.44181325703184,7.087627462894643,26.393399006107696,14.756487628816265,26.263008811870222
12,Tweety,0.6056527294090854,27.529230901707116,12.480506061836154,36.45897917979585,7.2199932571628604,21.178469540809644,10.351350572224186,23.75586178308101
12,Penelope,0.615649047432052,25.92068943745758,14.483808733386464,27.486389836428977,10.100191941643672,11.83768030050592,12.735568999297891,26.0508483605441
12,Daffy Duck,0.6265958652953862,27.37573516225936,14.927729497750615,36.18259362966279,8.794708774744441,17.396332463280125,12.9825068573007,29.006776411615412
24,Sylvester,0.625989817552497,30.93171264428532,14.856728556986381,35.3948256282224,8.619908599421933,23.68930430141301,13.6589614880725,25.97430893571198
24,Marvin the Martian,0.6062390816646981,34.56808659787775,13.877357495831257,34.71564132299723,6.087993888821723,24.3433212177123,13.475911309511458,25.321345929297685
24,Road Runner,0.611361591863888,31.729590805335107,15.239020872159147,38.54656869039817,5.088610584267019,25.60733351375386,13.923033727587153,26.959917521949613
24,Foghorn Leghorn,0.6174813495397095,31.962527704622534,15.092988876122226,31.920737179305256,6.85681012723965,20.338841641913312,12.675549619810734,24.531737100876256
24,Bugs Bunny,0.6410117785776225,31.619512851580645,16.549725128277714,33.39790976045488,6.554664299493493,20.398600269073118,9.859312864158515,22.0424586230504
24,Elmer Fudd,0.6156893015060793,32.29279203664606,15.666351077353328,33.745809728251444,7.240298183410961,25.044403301513796,16.115003446569865,26.99965084533317
24,Lola Bunny,0.6338198341807794,37.66652290952854,14.048827600301472,38.266790755305436,2.174624894671868,30.382797675210753,18.519776925263507,33.47134161689491
24,Porky Pig,0.605208167074344,28.07161303581738,16.38999334839456,35.97143737353256,5.942484340835001,15.610643014532307,14.55817750599827,30.92678138018062
24,Tasmanian Devil,0.6071891944049996,27.95276986542841,15.756643429991222,33.4330515553431,6.318328324633821,20.498998647905797,6.963152512866561,16.194635510499033
24,Gossamer,0.6194094255990691,34.52953079964531,16.342200621025516,31.307029518139537,3.9051396681627266,18.010703679860537,15.020923741042886,29.270447591011084
24,Granny,0.6181054494763494,27.9668550724377,13.161673772501779,33.009834987022124,8.757602982572804,17.13906760322277,15.415762484981109,31.209308801392538
24,Wile E. Coyote,0.6244834436133496,30.430531401319765,13.426476873894542,35.11289809149305,5.655457613486068,21.505960044896174,11.952194614656449,26.19332465213494
24,Tweety,0.600876183350476,25.087811960461785,13.995823912644328,39.610341254083494,7.407165736730154,19.86899304505893,12.293237372829939,27.74831260964124
24,Penelope,0.6086439936380633,27.2850803788221,14.955055255531061,31.132193724392867,7.229666196603382,12.643332646220028,9.88522897922241,23.972896477977514
24,Daffy Duck,0.6388254929142317,29.8319813003491,16.8384756995415,35.983679923872316,3.623720965097457,20.300633097036894,16.32388305240323,32.90033894538191
36,Sylvester,0.6116272757722963,27.804208389279744,16.197870163102948,34.30268512421305,9.080049991698589,15.943051133222266,11.955339710866516,25.766758839987304
36,Marvin the Martian,0.6207545357810337,28.92435993609844,14.531654159010882,33.865390174729384,4.941966240306297,20.756351552787784,12.718684306676879,26.17834720126924
36,Road Runner,0.6245084572674973,27.579418983861444,13.728080600828596,37.38389208073102,5.948576600599088,31.12036290945926,11.494803610681727,20.442812338547547
36,Foghorn Leghorn,0.6034526454696314,28.690594233470115,15.51570408737691,35.12865405591057,5.45225711379706,20.85901726579921,12.980051698704287,25.550473667908605
36,Bugs Bunny,0.6322080421568496,33.316197301276965,14.27407656648796,33.88440464201259,3.7483931765534706,20.04535240208844,10.556901581301535,25.156578472805563
